0,1,2,3
-0.23395277853761087,0.3766613905019211,-5.800654621718835e-07,-2.461415455858994e-07
-0.3050259245592669,0.20280975132235154,-7.627441217321346e-07,-3.1364444952414043e-07
-0.2809566819189261,0.14636126860517476,-8.720128225713929e-07,-3.023855045358984e-07
-0.12295315520015702,-0.04799531914437463,-9.801690363329264e-07,-1.6577871709284354e-07
-0.10866924820078454,-0.2553546485483003,-1.0472212848711842e-06,-3.389977698750775e-08
-0.2121893977628287,-0.21072527489657666,-9.688772345821456e-07,-3.755387072987552e-08
-0.20390011997946153,-0.19426637609789874,-1.0334863983737782e-06,-8.501795726243142e-08
-0.2525440191915949,0.026313261750273563,-9.9768643680647e-07,-2.996108258287778e-07
-0.30893630745771206,0.20443409612665306,-8.190810812139767e-07,-3.2610591392919053e-07
-0.23187852224935326,0.29464948325859297,-6.637237954743229e-07,-2.431204402964425e-07
-0.2211039698292788,0.32517962480301293,-5.940614588260669e-07,-2.3343735628537215e-07
-0.15722201388030038,0.22327257157492947,-6.709530793436667e-07,-2.2815557794980496e-07
-0.09949024617503914,0.03346276423685215,-8.23293156507086e-07,-1.6335781388697384e-07
-0.2502444775486563,-0.07242301040138861,-9.252132750188998e-07,-2.151089826148084e-07
-0.1642582565597132,-0.024898805770563685,-1.0732855367115778e-06,-2.1200168090277468e-07
-0.18890630926515756,-0.078893843007629,-1.0522103927184515e-06,-2.447830265085994e-07
-0.0675278609949015,-0.19568123351566727,-1.1493735576033431e-06,-2.099964242499442e-07
-0.029904799006873935,-0.19930523064596525,-1.181956007904147e-06,-2.2234498720579092e-07
0.02718862621376625,-0.18844016445793196,-1.1746336306991736e-06,-2.224428175013536e-07
0.06381227751523606,-0.32778236358268587,-1.2155076133973362e-06,-2.597854345362367e-07
-0.003585964870107499,-0.05832098897626611,-1.2052491042381384e-06,-3.05703273586494e-07
-0.06393919781562982,0.026983852227274396,-1.1824642931732937e-06,-2.4440069513729237e-07
-0.060390086997270435,0.051065860441497066,-1.1647295422019058e-06,-2.3321313982419068e-07
-0.05332407810809883,-0.00747441827307131,-1.2007972737913706e-06,-2.904655440370979e-07
-0.05682670470847878,0.04259883811069051,-1.1793896794530822e-06,-2.55389416984818e-07
-0.05771602119455895,0.27118343336547085,-1.0185794479594378e-06,-7.476111178819622e-08
-0.0734303372875441,0.28949540102959603,-9.94095249180308e-07,-7.564740138475315e-08
-0.13949440106561836,0.3383602095141842,-9.246198231017219e-07,-9.691517882766876e-08
-0.17689217769896493,0.38428430755071974,-8.372061944033912e-07,-1.2623676925122998e-07
-0.12109439811542687,0.4387381394772994,-7.578093062656778e-07,-9.052289443436318e-08
-0.21352520739529024,0.3837933876146021,-7.909178135416135e-07,-1.9924778323585343e-07
-0.07097319783540329,0.38751452995169444,-6.987027114640962e-07,-1.2958415179669857e-07
-0.14236908296697792,0.38629973394989864,-6.416008809213975e-07,-1.702249718230647e-07
-0.29582571920602213,0.37252454362644694,-6.693112777479614e-07,-3.08996717266301e-07
-0.3574003861423987,0.4422036264087882,-5.591058523651215e-07,-3.404362013856919e-07
-0.23736814529020486,0.36424277047216125,-5.922003160118876e-07,-2.9205303888725535e-07
-0.2536233501125735,0.3353519783382407,-5.925509724020814e-07,-3.17723179630491e-07
-0.3352608501826514,0.37232986847936583,-4.729166254388261e-07,-4.320328562775885e-07
-0.5013897366529654,0.3953854077362516,-3.8782149857062113e-07,-6.651307218589198e-07
-0.45298498650964725,0.49530781324453654,-3.327493343921372e-07,-7.282629912413476e-07
-0.41921562929463374,0.5033400867290947,-2.5398976641529645e-07,-8.002137363470352e-07
-0.4655677342334918,0.40248758800328277,-2.2445543515286872e-07,-8.803832839048037e-07
-0.5218947814919185,0.2159699451584333,-1.591828184677334e-07,-1.2261620839152161e-06
-0.5553259048576868,0.14116813592671393,-1.3960006343832234e-07,-1.3191854746851025e-06
-0.5828843181405715,0.02820076426327763,-1.0386308103275419e-07,-1.3718694685014373e-06
-0.5012362164067439,0.02096084940601907,5.1353161399095835e-09,-1.5373750608475001e-06
-0.3179485371575488,-0.0616114221687788,1.6100541151377761e-07,-1.402442757895792e-06
